
Rk	team	categories	R1	R2	R3	R4	R5	Pts	Spk	1sts	2nds
Cambridge Swift	3rd	Closing Government	View Ballot	Lara DragojevićⒸ , Emma Heijnen
Apply to join our hedge fund	2nd	Opening Government	View Ballot	Lara DragojevićⒸ , Emma Heijnen
Warwick I GUESS THAT K(A)NT GETTING	1st	Closing Government	View Ballot	Ted ChangⒸ , Stenee
The FT	3rd	Opening Opposition	View Ballot	Ted ChangⒸ , Stenee
Unfunny Team Name	2nd	Opening Government	View Ballot	Ted ChangⒸ , Stenee
UCL J	4th	Closing Opposition	View Ballot	Ted ChangⒸ , Stenee
Burning trashfire	1st	Opening Opposition	View Ballot	KlaudiaⒸ , Brian Kam , Francesco Silva
EXEtension case	4th	Closing Government	View Ballot	KlaudiaⒸ , Brian Kam , Francesco Silva
LBS A	3rd	Closing Opposition	View Ballot	KlaudiaⒸ , Brian Kam , Francesco Silva
Asian John and White Yoko	2nd	Opening Government	View Ballot	KlaudiaⒸ , Brian Kam , Francesco Silva
Josh forced us to be here	4th	Opening Opposition	View Ballot	Andrew ChenⒸ , Dominic Ferris
Athens A	2nd	Closing Government	View Ballot	Andrew ChenⒸ , Dominic Ferris
Win = cat feet pics	3rd	Closing Opposition	View Ballot	Andrew ChenⒸ , Dominic Ferris
Not to victim blame, but Lucy deser	1st	Opening Government	View Ballot	Andrew ChenⒸ , Dominic Ferris
Feta Zubrowka	4th	Opening Opposition	View Ballot	Bailey ReidⒸ , Grace Carter
Princeton/McGill LR	1st	Closing Government	View Ballot	Bailey ReidⒸ , Grace Carter
Argument Alchemists	3rd	Closing Opposition	View Ballot	Bailey ReidⒸ , Grace Carter
14 more minutes of crying, 14 more 	2nd	Opening Government	View Ballot	Bailey ReidⒸ , Grace Carter
Avanti Ragazzi di Buda	2nd	Closing Opposition	View Ballot	Manuel MachorroⒸ , Ange Qin
UCD L&amp;H Queens recolonising Ireland	3rd	Opening Opposition	View Ballot	Manuel MachorroⒸ , Ange Qin
Parth Pandya&#x27;s Peter Parker Partner	1st	Closing Government	View Ballot	Manuel MachorroⒸ , Ange Qin
Norwich B	4th	Opening Government	View Ballot	Manuel MachorroⒸ , Ange Qin
