
Rk	team	categories	R1	R2	R3	R4	R5	Pts	Spk	1sts	2nds
75=	Esther Lüscher		UCL what is bro saying???	77	78	75	78	79	387	77.40	1.36
75=	Myra Kong	ESL	We debate best in grocery store ai	77	79	78	81	72	387	77.40	3.01
75=	Max Gasslitter Strobl	ESL	DM Spiritual Slut and German Dad	76	81	76	77	77	387	77.40	1.85
75=	cal birtley		Aberdeen BW… (B)ut not the one you	78	78	77	77	77	387	77.40	0.49
75=	Na’ama Benamy	ESL	KU Mandatory military dropouts	80	77	78	72	80	387	77.40	2.94
75=	Jake O&#x27;Loughlin		UCD L&amp;H E(veryone else was unavail	78	78	76	76	79	387	77.40	1.20
81=	Jay Ooi		UCL what is bro saying???	77	77	75	79	78	386	77.20	1.33
81=	Mihaela Peeva	ESL	AUBG A	79	72	78	77	80	386	77.20	2.79
81=	Aubrey Nan		McGill Jacob Silcoff&#x27;s lobotomy victims	78	77	75	80	76	386	77.20	1.72
81=	Tanvir Thamid	ESL	Oxford C	78	77	75	77	79	386	77.20	1.33
81=	Jessica Gurevich	ESL	More boobs than brains	78	76	80	76	76	386	77.20	1.60
81=	Gabriella Troen		More boobs than brains	78	76	79	78	75	386	77.20	1.47
81=	Theo Dorfner	ESL	DKW Vienna AT	77	79	76	79	75	386	77.20	1.60
81=	Desmond Dorvlo	ESL	Wiseman and the Tribal Chief	78	79	76	73	80	386	77.20	2.48
81=	Rachel Soon		KCL dm if u wanna play roblox tgt	80	77	75	78	76	386	77.20	1.72
81=	Isaac Gilbert		GUU Catholics against Jeremy Clarkson	76	80	76	76	78	386	77.20	1.60
81=	Kevin Chen	Novice	UWODS Revealed Preference for Suffering	79	80	79	73	75	386	77.20	2.71
92=	Ted Ren		uw(o)ds (t)ed	79	75	77	75	79	385	77.00	1.79
92=	Merey Balgabayeva	ESL	NU AB	78	78	76	75	78	385	77.00	1.26
92=	Seungjae Han	ESL	KU Mandatory military dropouts	79	77	78	72	79	385	77.00	2.61
92=	Evan Tan	ESL	Durham -4	75	78	79	81	72	385	77.00	3.16
92=	Katarina Lazić	ESL	Djorđa Kratovca 65/8 parking spot	76	76	78	79	76	385	77.00	1.26
92=	Michael Khalfin	ESL	THUJ HUJI M&amp;S	74	78	78	77	78	385	77.00	1.55
98=	divyanshi dusad	ESL, Novice	DU raam bharose aaye hai	76	77	77	79	75	384	76.80	1.33
98=	Bhavisya sharma	ESL, Novice	DU raam bharose aaye hai	75	77	76	80	76	384	76.80	1.72
98=	Pranjal Chakraborty	ESL	IITB Chakraborty &amp; Raghav Raj	76	79	73	78	78	384	76.80	2.14
98=	Ashar Imran	ESL	Flint and Silver	78	76	78	75	77	384	76.80	1.17
98=	Presian Mihaylov	ESL	AUBG A	77	72	78	77	80	384	76.80	2.64
98=	Silvia Greco		Warwick This House Would Break (But Not Up	77	78	76	76	77	384	76.80	0.75
98=	Yorgo Kyriakopoulos	ESL	he’s got me by the marbles	76	78	74	78	78	384	76.80	1.60
98=	Atsuki Ito	ESL	Tokyo fell asleep	76	78	73	78	79	384	76.80	2.14
106=	Aaditya Goyal	ESL, Novice	RLFC~	78	74	77	78	76	383	76.60	1.50
106=	Theo Cunningham		Oxford C	77	77	74	77	78	383	76.60	1.36
106=	Czerina Garcia	ESL	UP Manila JC	78	74	78	78	75	383	76.60	1.74
106=	Nyx Kucharski		4 am start :smile: 3 am start :cry	76	78	73	77	79	383	76.60	2.06
110=	Stanley Wilcox	Novice	Aberdeen Don&#x27;t ask us about the balkans	81	75	77	73	76	382	76.40	2.65
110=	Jap Ison	ESL	UP Manila JC	78	75	77	77	75	382	76.40	1.20
110=	Yueqian Wang		surely we will wake up	77	78	76	75	76	382	76.40	1.02
110=	Sherissa Pinnock		UTJ A	75	74	77	80	76	382	76.40	2.06
110=	Hamza Nouman		One Last Time	76	76	76	77	77	382	76.40	0.49
110=	Frederick Steinmann	Novice	Second time&#x27;s the charm	80	76	75	76	75	382	76.40	1.85
110=	Yamato Obinata	ESL	Tokyo fell asleep	75	79	74	76	78	382	76.40	1.85
117=	Edward Wang		uw(o)ds (t)ed	77	75	76	75	78	381	76.20	1.17
117=	Haya Chaudhri		Durham Could be getting a tan, instead be	76	76	77	75	77	381	76.20	0.75
117=	Stéphane de Bairéid		UCD L&amp;H The Young Bloods	79	77	78	75	72	381	76.20	2.48
117=	Coleman Hegarty		UCD L&amp;H The Young Bloods	78	78	78	75	72	381	76.20	2.40
