
Rk	team	categories	R1	R2	R3	R4	R5	Pts	Spk	1sts	2nds
134=	Josie Haley	Novice	Vermont 1	78	76	70	70	73	367	73.40	3.20
134=	Javen Sears 🍔	Novice	Vermont 11	76	72	74	68	77	367	73.40	3.20
134=	Nogomo-Nantambu Johnson	Novice	UT Jamaica 1	77	69	76	73	72	367	73.40	2.87
137	Eliot Barrengos	Novice	Vermont 9	77	75	77	60	77	366	73.20	6.65
138=	Zahra Boussaid	Novice	Vermont 1	77	74	70	71	73	365	73.00	2.45
138=	Lesedi Chirikuutsi	Novice, ESL	Williams 2	74	73	72	73	73	365	73.00	0.63
138=	Dmitriy Churin	Novice, ESL	Bard 3	71	74	72	72	76	365	73.00	1.79
141	Sarah Volpitta	Novice	Vermont 9	75	76	76	61	75	363	72.60	5.82
142=	Sasha Zory	Novice	HWS 1	77	71	72	68	74	362	72.40	3.01
142=	Stan Vasileiadis	Novice, ESL	Williams 2	74	72	72	70	74	362	72.40	1.50
142=	Nathaniel Cange	Novice	Morehouse 1	78	77	74	61	72	362	72.40	6.09
145=	Angelica Carnevale	Novice	HWS 1	76	72	72	68	73	361	72.20	2.56
145=	Owen Burstein		HWS 5	74	70	68	74	75	361	72.20	2.71
145=	Justin Clopton		Morehouse 1	77	76	75	62	71	361	72.20	5.49
148=	Alvaro Marin Garcia	Novice	Williams 3	73	76	74	59	77	359	71.80	6.55
148=	Lily Fox	Novice	Williams 3	73	76	74	59	77	359	71.80	6.55
150=	Kaitlyn O&#x27;Connor	Novice	Vermont 7	74	65	74	71	74	358	71.60	3.50
150=	Marianna Fabre	Novice	Vermont 8	76	75	73	60	74	358	71.60	5.89
150=	Gradie Billiter🍑	Novice	Vermont 11	76	72	74	60	76	358	71.60	5.99
150=	Cassidy Holt		Middlebury 2	72	67	72	74	73	358	71.60	2.42
154	Jack Badeer		Vermont 8	76	74	72	60	74	356	71.20	5.74
155	Kaelyn Parks	Novice	Vermont 7	73	65	73	70	74	355	71.00	3.29
156	Panhavotey Chea	Novice	Bard 2	73	65	70	70	73	351	70.20	2.93
157	Alina Sharaban	Novice	Bard 2	73	67	71	68	71	350	70.00	2.19
158	Orateur 2		Swing 3	76	76	75	77	—	304	76.00	0.71
159	Bree Schrodt		Vermont 10	70	78	—	73	76	297	74.25	3.03
160	Kiera Toussaint		HWS 5	72	—	69	73	74	288	72.00	1.87


team	result	side	ballot	adjudicators
Harvard 5	2nd	Opening Government	View Ballot	Helen WuⒸ , Caitlin Hodge
Columbia 3	3rd	Opening Opposition	View Ballot	Helen WuⒸ , Caitlin Hodge
Vermont 13	4th	Closing Government	View Ballot	Helen WuⒸ , Caitlin Hodge
Stanford 2	1st	Closing Opposition	View Ballot	Helen WuⒸ , Caitlin Hodge
Davidson 2	4th	Opening Government	View Ballot	Matt MaurielloⒸ , Basil Bob , Journey HoreisⓉ
Bates 1	1st	Opening Opposition	View Ballot	Matt MaurielloⒸ , Basil Bob , Journey HoreisⓉ
Swing 3	2nd	Closing Government	View Ballot	Matt MaurielloⒸ , Basil Bob , Journey HoreisⓉ
Davidson 1	3rd	Closing Opposition	View Ballot	Matt MaurielloⒸ , Basil Bob , Journey HoreisⓉ
Princeton 1	2nd	Opening Government	View Ballot	Tanay PatriⒸ , Devan Tatlow , Marriana MaloneyⓉ
Cornell 1	3rd	Opening Opposition	View Ballot	Tanay PatriⒸ , Devan Tatlow , Marriana MaloneyⓉ
Williams 3	4th	Closing Government	View Ballot	Tanay PatriⒸ , Devan Tatlow , Marriana MaloneyⓉ
Princeton 4	1st	Closing Opposition	View Ballot	Tanay PatriⒸ , Devan Tatlow , Marriana MaloneyⓉ
Middlebury 2	4th	Opening Government	View Ballot	Alexandra Uy-TiocoⒸ , Merrick ModunⓉ
UW-Madison 1	1st	Opening Opposition	View Ballot	Alexandra Uy-TiocoⒸ , Merrick ModunⓉ
Colby 2	3rd	Closing Government	View Ballot	Alexandra Uy-TiocoⒸ , Merrick ModunⓉ
Princeton 5	2nd	Closing Opposition	View Ballot	Alexandra Uy-TiocoⒸ , Merrick ModunⓉ
Vermont 2	1st	Opening Government	View Ballot	Belle HoⒸ , Japneet Singh , Aadarsh S AdivishnuⓉ
Princeton 6	2nd	Opening Opposition	View Ballot	Belle HoⒸ , Japneet Singh , Aadarsh S AdivishnuⓉ
Vermont 7	4th	Closing Government	View Ballot	Belle HoⒸ , Japneet Singh , Aadarsh S AdivishnuⓉ
Vermont 12	3rd	Closing Opposition	View Ballot	Belle HoⒸ , Japneet Singh , Aadarsh S AdivishnuⓉ
Princeton 7	1st	Opening Government	View Ballot	Justin WuⒸ , Gavin A. Sicard , Emma ListgartenⓉ
HWS 2	2nd	Opening Opposition	View Ballot	Justin WuⒸ , Gavin A. Sicard , Emma ListgartenⓉ
Williams 2	4th	Closing Government	View Ballot	Justin WuⒸ , Gavin A. Sicard , Emma ListgartenⓉ
Middlebury 1	3rd	Closing Opposition	View Ballot	Justin WuⒸ , Gavin A. Sicard , Emma ListgartenⓉ
Berkeley 3	2nd	Opening Government	View Ballot	Ollie BradenⒸ , André Brown
Williams 1	1st	Opening Opposition	View Ballot	Ollie BradenⒸ , André Brown
Berkeley 1	3rd	Closing Government	View Ballot	Ollie BradenⒸ , André Brown
Bates 2	4th	Closing Opposition	View Ballot	Ollie BradenⒸ , André Brown
UT Jamaica 1	1st	Opening Government	View Ballot	Brian ChiangⒸ , Julian Henry , Michelle MangioneⓉ
Rochester 1	2nd	Opening Opposition	View Ballot	Brian ChiangⒸ , Julian Henry , Michelle MangioneⓉ
Bard 2	4th	Closing Government	View Ballot	Brian ChiangⒸ , Julian Henry , Michelle MangioneⓉ
Rochester 2	3rd	Closing Opposition	View Ballot	Brian ChiangⒸ , Julian Henry , Michelle MangioneⓉ
Stanford 3	2nd	Opening Government	View Ballot	Barron RenⒸ , Abdullah ShahzadⓉ
Harvard 7	1st	Opening Opposition	View Ballot	Barron RenⒸ , Abdullah ShahzadⓉ
Stanford 1	4th	Closing Government	View Ballot	Barron RenⒸ , Abdullah ShahzadⓉ
Vermont 4	3rd	Closing Opposition	View Ballot	Barron RenⒸ , Abdullah ShahzadⓉ
HWS 3	1st	Opening Government	View Ballot	Oyuka LyndonⒸ , Addison Baker , Jonathan DolseyⓉ
Vermont 11	4th	Opening Opposition	View Ballot	Oyuka LyndonⒸ , Addison Baker , Jonathan DolseyⓉ
Berkeley 2	2nd	Closing Government	View Ballot	Oyuka LyndonⒸ , Addison Baker , Jonathan DolseyⓉ
Vermont 1	3rd	Closing Opposition	View Ballot	Oyuka LyndonⒸ , Addison Baker , Jonathan DolseyⓉ
UPenn 1	4th	Opening Government	View Ballot	Xiao-ke LuⒸ , Jasmine Goncalves
Drexel 1	2nd	Opening Opposition	View Ballot	Xiao-ke LuⒸ , Jasmine Goncalves
Harvard 8	1st	Closing Government	View Ballot	Xiao-ke LuⒸ , Jasmine Goncalves
Brown 1	3rd	Closing Opposition	View Ballot	Xiao-ke LuⒸ , Jasmine Goncalves
Princeton 2	4th	Opening Government	View Ballot	Rhys NickersonⒸ , Shrey VoraⓉ
Harvard 3	1st	Opening Opposition	View Ballot	Rhys NickersonⒸ , Shrey VoraⓉ
USC 2	3rd	Closing Government	View Ballot	Rhys NickersonⒸ , Shrey VoraⓉ
Harvard 2	2nd	Closing Opposition	View Ballot	Rhys NickersonⒸ , Shrey VoraⓉ
UCLA 3	2nd	Opening Government	View Ballot	Rahul KalavaguntaⒸ , Jacob Molina , Isabel BirneyⓉ
HWS 4	3rd	Opening Opposition	View Ballot	Rahul KalavaguntaⒸ , Jacob Molina , Isabel BirneyⓉ
Colby 1	4th	Closing Government	View Ballot	Rahul KalavaguntaⒸ , Jacob Molina , Isabel BirneyⓉ
USC 1	1st	Closing Opposition	View Ballot	Rahul KalavaguntaⒸ , Jacob Molina , Isabel BirneyⓉ
Boston 1	3rd	Opening Government	View Ballot	Dennis SuⒸ , Rachel KussickⓉ
Columbia 2	2nd	Opening Opposition	View Ballot	Dennis SuⒸ , Rachel KussickⓉ
Harvard 4	1st	Closing Government	View Ballot	Dennis SuⒸ , Rachel KussickⓉ
Bard 1	4th	Closing Opposition	View Ballot	Dennis SuⒸ , Rachel KussickⓉ
Vermont 10	4th	Opening Government	View Ballot	Germaine BarrettⒸ , Roger BentⓉ
HWS 1	3rd	Opening Opposition	View Ballot	Germaine BarrettⒸ , Roger BentⓉ
Harvard 6	1st	Closing Government	View Ballot	Germaine BarrettⒸ , Roger BentⓉ
Morehouse 1	2nd	Closing Opposition	View Ballot	Germaine BarrettⒸ , Roger BentⓉ
UCLA 2	1st	Opening Government	View Ballot	Rohan KapoorⒸ , Mikayla McDonaldⓉ
Brown 2	2nd	Opening Opposition	View Ballot	Rohan KapoorⒸ , Mikayla McDonaldⓉ
Vermont 3	3rd	Closing Government	View Ballot	Rohan KapoorⒸ , Mikayla McDonaldⓉ
Morehouse 2	4th	Closing Opposition	View Ballot	Rohan KapoorⒸ , Mikayla McDonaldⓉ
UWI Mona 1	4th	Opening Government	View Ballot	Gwen StearnsⒸ , Luis Gontes , Miles BrethertonⓉ
Swing 1	2nd	Opening Opposition	View Ballot	Gwen StearnsⒸ , Luis Gontes , Miles BrethertonⓉ
UCLA 1	1st	Closing Government	View Ballot	Gwen StearnsⒸ , Luis Gontes , Miles BrethertonⓉ
Cornell 2	3rd	Closing Opposition	View Ballot	Gwen StearnsⒸ , Luis Gontes , Miles BrethertonⓉ
Bard 3	4th	Opening Government	View Ballot	Pranav AnandⒸ , Duncan ProfetaⓉ
Vermont 8	2nd	Opening Opposition	View Ballot	Pranav AnandⒸ , Duncan ProfetaⓉ
Harvard 1	1st	Closing Government	View Ballot	Pranav AnandⒸ , Duncan ProfetaⓉ
HWS 5	3rd	Closing Opposition	View Ballot	Pranav AnandⒸ , Duncan ProfetaⓉ
Princeton 3	1st	Opening Government	View Ballot	Lamia Nur RahmanⒸ , Bill ChenⓉ
Vermont 9	3rd	Opening Opposition	View Ballot	Lamia Nur RahmanⒸ , Bill ChenⓉ
