
Rk	team	categories	R1	R2	R3	R4	R5	Pts	Spk	1sts	2nds
136=	Alex Martin		Exeter The Irregulars at Debate High Scho	76	74	76	77	80	383	76.60	1.96
136=	Pranjal Chakraborty	ESL	IIT Bombay Tried to rebut dad, I got outframe	78	77	74	76	78	383	76.60	1.50
136=	Boris Ignatov	Novice, ESL, Schools	BG NDT Levski	74	76	77	78	78	383	76.60	1.50
139=	Alexandros Kentouris	Novice, ESL, Schools	The A&#x27;s	77	77	72	80	76	382	76.40	2.58
139=	Omesh Dhar Dwivedi		attack on european time zones	77	78	71	76	80	382	76.40	3.01
139=	Mikołaj Jabłoński	ESL	Cardiff i&#x27;d slap miki but he&#x27;d enjoy it	73	77	78	77	77	382	76.40	1.74
139=	Christian  Muneza	ESL	IHU Mehdi bullied me here	74	76	79	76	77	382	76.40	1.62
139=	Kojo Acheampong	ESL	KNUST/Phil Mecha debaters ✈️ 🔥	74	79	76	77	76	382	76.40	1.62
139=	Preethi  Mohan		Berkeley Minor A	77	76	77	78	74	382	76.40	1.36
139=	Rahim Osama Kibirango	Novice, ESL	KYU Foster Kids	78	76	77	76	75	382	76.40	1.02
139=	Tauhid Islam Jami	Novice, ESL, Schools	Cyberbullies	77	78	76	74	77	382	76.40	1.36
139=	Prathom Mitra	Novice, ESL, Schools	Cyberbullies	76	78	78	75	75	382	76.40	1.36
148=	Josiah Butler		Ruining our sleep schedules for th	78	75	75	76	77	381	76.20	1.17
148=	Richard Colgrove	Novice	UCLA fact checked by REAL American patr	74	76	77	76	78	381	76.20	1.33
148=	Ted Ren		Twink and a Blonde	78	76	79	74	74	381	76.20	2.04
148=	Julia  Van Damme		Twink and a Blonde	77	75	80	76	73	381	76.20	2.32
148=	Ali  Nawaz	ESL	The Island Boiz	78	75	75	76	77	381	76.20	1.17
148=	Vishwa Raghav Raj	ESL	IIT Bombay Tried to rebut dad, I got outframe	79	76	75	73	78	381	76.20	2.14
148=	V Sayiram	ESL	DTUxIITB MS	76	79	74	74	78	381	76.20	2.04
148=	Mihaela Peeva	Novice, ESL, Schools	BG NDT Levski	73	76	77	77	78	381	76.20	1.72
156=	Gautam  Siddharth	Novice, ESL	IIT Bombay still support rcb	77	75	75	76	77	380	76.00	0.89
156=	Mahor Nagda	ESL	DTUxIITB MS	76	78	74	75	77	380	76.00	1.41
156=	Muhammad Bakhtiar	ESL	One and A Half Chatgaiya	74	76	77	76	77	380	76.00	1.10
156=	Rashrvin	ESL	Malaysia Madani	76	74	79	75	76	380	76.00	1.67
160=	Anastassia  Serbina	ESL	TUT A	73	76	80	73	77	379	75.80	2.64
160=	Achilleas Sakellaridis	Novice, ESL, Schools	The A&#x27;s	76	77	71	79	76	379	75.80	2.64
