
Rk	team	categories	R1	R2	R3	R4	R5	Pts	Spk	1sts	2nds
234	Illuminati Brothers	ESL, Novice	3rd	4th	4th	3rd	—	2	577	0	0
235	Father and Son on our first try	ESL	3rd	3rd	4th	4th	—	2	497	0	0
236	NMU Agree to Disagree	Novice	3rd	3rd	4th	—	—	2	430	0	0
237	One of us may Mhalaki Teiti		3rd	3rd	—	—	—	2	303	0	0
238	Swing 6		2nd	—	—	—	4th	2	289	0	1
239	Swing 4		2nd	—	—	—	4th	2	278	0	1
240	We are not lazy we are just being		2nd	4th	—	—	—	2	255	0	1
241	BUTEX C A		2nd	—	—	—	—	2	149	0	1
242	NMU Ultimately Karma	Novice	4th	3rd	4th	4th	4th	1	646	0	0
243	Integrate your rebuttals	ESL	3rd	4th	—	—	—	1	296	0	0
244	IIT Delhi Please don&#x27;t swap our speaker scor	ESL, Novice	3rd	4th	—	—	—	1	286	0	0
245	Perlas		4th	3rd	—	—	—	1	271	0	0
246	Dhaka Psycholinguist		3rd	4th	—	—	—	1	253	0	0
247	Swing 5		3rd	—	—	—	—	1	153	0	0
248=	BSU Team Fuck OSS		3rd	—	—	—	—	1	151	0	0
248=	Colosseum CAPybara is the CAP	Novice	3rd	—	—	—	—	1	151	0	0
250	FUTA T. A. T		—	3rd	—	—	—	1	138	0	0
251	GLC Mumbai Teeth Smashers	Novice	4th	4th	—	—	—	0	290	0	0
252	IIT Bombay Apu kutti	ESL	4th	4th	—	—	—	0	247	0	0
253	IIT Delhi The Novicists	Novice	4th	4th	—	—	—	0	243	0	0
254	IAIT Almond Debate Varsity		4th	4th	—	—	—	0	236	0	0
255	Rabid Mouse Mode	ESL	4th	—	—	—	—	0	153	0	0
256	Swing 7		4th	—	—	—	—	0	150	0	0
257	Swing 3		4th	—	—	—	—	0	149	0	0
258	BUET Team Gravity		4th	—	—	—	—	0	145	0	0
259	Swing 10		—	—	4th	—	—	0	120	0	0
260=	USIU Ikenga		—	—	—	—	—	—	—	0	0
260=	Dada&#x27;s Ravioli		—	—	—	—	—	—	—	0	0


Rk	name	category	team	R1	R2	R3	R4	R5	Total	Avg	Stdev
1	Krishaang Kohli	ESL	DU Kunwar Adhiraj Pratap Singh	79	82	79	81	81	402	80.40	1.20
2	naman	ESL	DU Kunwar Adhiraj Pratap Singh	79	81	79	81	81	401	80.20	0.98
3=	Sompoom Sunpaweravong	ESL	Chulalongkorn SS	85	78	78	80	79	400	80.00	2.61
3=	Wajeeh Maaz		Only chronically partnerless	78	83	81	78	80	400	80.00	1.90
3=	Eli Pallrand		Cornell Gaveal&#x27;s biggest fans	80	81	78	83	78	400	80.00	1.90
6=	Pranav Anand		Harold and Kumar (guess which one	79	81	77	81	79	397	79.40	1.50
6=	Pranav Baskar		Oxford AP	80	79	79	77	82	397	79.40	1.62
