
Rk	team	categories	R1	R2	R3	R4	R5	Pts	Spk	1sts	2nds
94=	Haruka Sawazaki	ESL	Tokyo B	77	80	76	75	77	385	77.00	1.67
98=	Obrad Kostic	ESL	Belgrade E(vo zore evo zore)	80	72	77	79	76	384	76.80	2.79
98=	Hoyeon Shim	Novice	Queensland Big fans of swaggy lee miller	78	76	76	76	78	384	76.80	0.98
98=	Dani Jacinto	ESL	DLSU EJ	76	78	75	77	78	384	76.80	1.17
98=	Pavle Antonijević	ESL	Pavlovian responses	78	77	78	77	74	384	76.80	1.47
98=	Andres Revelo	ESL	Rosario Le voy a dar en la cara marica	77	84	74	75	74	384	76.80	3.76
98=	Jessica Zapata	ESL	Rosario Le voy a dar en la cara marica	78	82	75	75	74	384	76.80	2.93
98=	Wayne Lim		NTU Bobina	76	76	76	78	78	384	76.80	0.98
98=	Ansh Deo Singh	Novice	UNSW Bardsley and Singh	75	78	76	78	77	384	76.80	1.17
106=	Lamia Nur	ESL	HWS Throw a brick at me	77	74	78	77	77	383	76.60	1.36
106=	Brian Hose Antonio Hambur	ESL	UGM B	77	78	78	75	75	383	76.60	1.36
106=	Edgar Empeño	ESL	DLSU EJ	76	77	74	79	77	383	76.60	1.62
106=	David Bejarin		Ateneo GB	75	76	76	78	78	383	76.60	1.20
106=	Sierra Turay		Melbourne C&amp;T	78	76	76	76	77	383	76.60	0.80
106=	Ha Duy Thanh		NTU Bobina	77	76	77	77	76	383	76.60	0.49
106=	Nora Flynn-McIver		tab pleb meets his maker	76	76	77	79	75	383	76.60	1.36
106=	Tom Milling		tab pleb meets his maker	76	76	76	78	77	383	76.60	0.80
106=	Vansh Chadha	ESL	IGNOU Chadha and Mitra	75	79	75	75	79	383	76.60	1.96
115=	Strahinja Batanjski	ESL	Belgrade E(vo zore evo zore)	80	71	78	78	75	382	76.40	3.14
115=	Namay Modi	ESL	VIT loves Bengali women	78	75	77	76	76	382	76.40	1.02
115=	Stefan Josipović	ESL	UAB Nayib Bukile	78	79	75	73	77	382	76.40	2.15
115=	Pavle Mackic	ESL	Pavlovian responses	76	77	78	76	75	382	76.40	1.02
115=	Justin Tay		NUS Ashley and Justin	75	76	78	79	74	382	76.40	1.85
115=	Hyojin Kim	ESL	SNUDA 1	75	77	78	78	74	382	76.40	1.62
121=	Fonzy Racelis	ESL	UST B words	76	77	76	75	77	381	76.20	0.75
121=	Lia Snyder	ESL	UST B words	74	77	77	75	78	381	76.20	1.47
121=	Archit Lahiri	ESL	VIT loves Bengali women	78	75	78	75	75	381	76.20	1.47
121=	Ramy Masalha	ESL	The Arab Wagner Group	75	75	77	79	75	381	76.20	1.60
121=	Sandeep Tissaaratchy	ESL	HWS Throw a brick at me	75	72	78	78	78	381	76.20	2.40
121=	Samuel Knijnik Werneck Martins	ESL, Novice	USP Lightning McQueen and Tow Mater	76	78	74	77	76	381	76.20	1.33
127=	Justin Gabriel Wibisono	ESL	Indonesia 1	74	78	77	76	75	380	76.00	1.41
127=	Amitai Wagner	ESL	The Arab Wagner Group	74	75	77	77	77	380	76.00	1.26
127=	Fernando Meylan	ESL	USP Lightning McQueen and Tow Mater	77	77	74	76	76	380	76.00	1.10
127=	Ashley Wee		NUS Ashley and Justin	76	74	77	78	75	380	76.00	1.41
127=	Jiwoo Kim	ESL	SNUDA 1	74	77	78	77	74	380	76.00	1.67
132=	Taichi Fukami	ESL	Keio YF	76	77	73	77	76	379	75.80	1.47
132=	Aliyka Gewang	ESL, Novice	UGM B	75	77	77	74	76	379	75.80	1.17
132=	Amanda Ching	Novice	Melbourne C&amp;T	76	75	75	77	76	379	75.80	0.75
